facility_id,drug_name,drug_category,nlem_level,quantity_available,unit,last_restocked,stock_status,critical_flag
MP-KHA-DH-006,Metronidazole 400mg,Antiprotozoal,P,96,tablets,2026-03-13,IN_STOCK,False
MP-KHA-DH-006,Amoxicillin 500mg,Antibiotic,P,123,capsules,2026-02-27,IN_STOCK,False
MP-KHA-DH-006,Azithromycin 500mg,Antibiotic,P,181,tablets,2026-02-18,IN_STOCK,False
MP-KHA-DH-006,Ciprofloxacin 500mg,Antibiotic,P,175,tablets,2026-03-29,IN_STOCK,False
MP-KHA-DH-006,Cotrimoxazole Paediatric,Antibiotic,P,81,tablets,2026-03-09,IN_STOCK,False
MP-KHA-DH-006,Gentamicin Injection 80mg,Antibiotic,P,4,ampoules,2026-03-08,LOW,True
MP-KHA-DH-006,Ceftriaxone Injection 1g,Antibiotic,S,53,vials,2026-04-02,IN_STOCK,True
MP-KHA-DH-006,Oxytocin Injection 5IU,Obstetric,P,1,ampoules,2026-03-22,LOW,True
MP-KHA-DH-006,Misoprostol 200mcg,Obstetric,P,70,tablets,2026-04-15,IN_STOCK,True
MP-KHA-DH-006,Magnesium Sulphate Injection 50%,Anticonvulsant,P,91,ampoules,2026-04-13,IN_STOCK,True
MP-KHA-DH-006,Adrenaline (Epinephrine) 1mg/ml,Emergency,P,58,ampoules,2026-03-21,IN_STOCK,True
MP-KHA-DH-006,Hydrocortisone Injection 100mg,Corticosteroid,P,52,vials,2026-02-18,IN_STOCK,True
MP-KHA-DH-006,Atropine Sulphate 0.6mg/ml,Anticholinergic,P,40,ampoules,2026-04-07,IN_STOCK,True
MP-KHA-DH-006,Paracetamol 500mg,Analgesic,P,139,tablets,2026-03-20,IN_STOCK,False
MP-KHA-DH-006,Ibuprofen 400mg,NSAID,P,143,tablets,2026-03-04,IN_STOCK,False
MP-KHA-DH-006,Diclofenac Sodium 50mg,NSAID,P,135,tablets,2026-03-16,IN_STOCK,False
MP-KHA-DH-006,Salbutamol Inhaler 100mcg,Bronchodilator,P,178,inhalers,2026-04-12,IN_STOCK,False
MP-KHA-DH-006,Dexamethasone Injection 4mg,Corticosteroid,P,74,ampoules,2026-03-10,IN_STOCK,True
MP-KHA-DH-006,Prednisolone 5mg,Corticosteroid,P,89,tablets,2026-04-03,IN_STOCK,False
MP-KHA-DH-006,Metformin 500mg,Antidiabetic,P,71,tablets,2026-02-28,IN_STOCK,False
MP-KHA-DH-006,Glimepiride 1mg,Antidiabetic,P,134,tablets,2026-03-12,IN_STOCK,False
MP-KHA-DH-006,Amlodipine 5mg,Antihypertensive,P,6,tablets,2026-03-18,LOW,False
MP-KHA-DH-006,Enalapril 5mg,Antihypertensive,P,179,tablets,2026-02-18,IN_STOCK,False
MP-KHA-DH-006,Tetanus Toxoid Injection,Vaccine,P,88,doses,2026-03-08,IN_STOCK,True
MP-KHA-DH-006,Anti-Tetanus Serum (ATS),Antiserum,P,93,vials,2026-03-26,IN_STOCK,True
MP-KHA-DH-006,Anti-Rabies Vaccine (ARV),Vaccine,P,46,doses,2026-02-22,IN_STOCK,True
MP-KHA-DH-006,Rabies Immunoglobulin (RIG),Immunoglobulin,S,96,vials,2026-03-30,IN_STOCK,True
MP-KHA-DH-006,Activated Charcoal Powder,Antidote,P,37,sachets,2026-03-19,IN_STOCK,True
MP-KHA-DH-006,Pralidoxime (PAM) Injection,Antidote,S,47,vials,2026-02-27,IN_STOCK,True
MP-KHA-DH-007,Polyvalent Anti-Snake Venom (ASV),Antivenom,P,33,vials,2026-03-06,IN_STOCK,True
